index,id,breed,Breed_1,age,status,size,Size_1,fixed,house_trained,special,current,children,dog,Size_2,status1,dogs,dogfood
26,46037860,0,0,3,2,1,1,1,0,0,1,1,1,1,1,16,24
27,46037820,0,0,4,2,1,1,1,0,0,1,1,1,1,1,28,35
28,46037762,0,0,4,2,1,1,1,0,0,1,1,1,1,1,20,15
29,46037742,0,0,4,1,2,4,1,1,0,0,1,1,1,1,10,27
30,46037637,1,0,3,1,3,2,1,0,0,0,1,1,1,1,19,27
31,46037534,1,0,4,1,3,1,1,0,0,0,1,1,1,1,26,11
32,46036459,1,0,2,1,3,2,1,0,0,0,1,1,1,1,24,27
33,46035351,1,0,3,2,1,3,1,0,0,0,1,1,1,1,28,16
34,46035350,1,0,3,1,1,3,1,0,0,0,1,1,1,1,16,31
35,46035353,1,0,3,1,1,2,1,0,0,0,1,1,1,1,29,19
36,46035346,1,0,2,1,1,4,1,0,0,0,1,1,1,1,16,38
37,46035344,1,0,2,1,2,3,1,0,0,0,1,1,1,1,26,40
38,46035342,1,0,3,1,1,2,1,0,0,0,1,1,1,1,28,38
39,46034532,1,0,2,2,2,1,1,0,0,1,0,1,1,1,26,14
40,46033962,1,0,3,1,3,2,1,0,0,0,1,1,1,1,5,10
41,46032651,1,0,4,2,2,1,0,1,0,1,1,1,1,1,9,37
42,46032592,1,0,3,1,1,3,1,0,0,0,1,1,1,1,8,4
43,46032594,1,0,3,1,3,3,0,0,0,0,1,1,1,1,16,40
44,46032595,1,0,2,2,3,4,0,0,0,0,1,1,1,1,24,8
45,46032596,1,0,3,1,3,3,1,0,0,0,1,1,1,1,5,20
46,46032588,1,0,3,1,3,3,0,0,0,0,1,1,1,1,8,25
47,46032587,1,0,2,1,3,4,1,0,0,0,1,1,1,1,26,23
48,46032589,1,0,2,2,2,3,1,0,0,0,1,1,1,1,33,32
49,46032253,1,0,3,2,1,2,1,0,0,1,1,1,1,1,32,28
50,46031946,1,0,2,1,1,5,0,0,0,0,0,1,1,1,8,40
51,46031507,1,0,3,1,3,1,0,0,0,0,1,1,1,1,8,13
52,46031797,1,0,2,1,3,3,0,0,0,0,1,1,1,1,9,2
53,46031796,1,0,2,1,1,1,1,0,0,0,1,1,1,1,13,32
54,46029444,0,0,2,1,2,2,1,0,0,1,1,0,0,1,29,24
55,46029446,0,0,4,1,1,3,1,0,0,1,0,1,1,1,23,27
56,46028152,1,0,1,1,1,3,1,0,0,1,1,1,1,1,7,30
57,46027977,1,0,1,2,1,4,1,0,0,1,1,1,1,1,19,17
58,46027945,1,0,1,1,1,3,1,0,0,1,1,1,1,1,10,27
59,46027921,1,0,1,2,1,4,1,0,0,1,1,1,1,1,12,40
60,46027872,0,0,2,2,1,3,1,0,0,1,1,1,1,1,28,30
61,46027804,0,0,1,2,3,3,1,1,0,1,0,1,1,1,10,16
62,46027303,1,0,2,2,2,2,1,0,0,0,1,1,1,1,3,13
63,46026629,1,0,2,2,1,1,1,1,0,1,1,1,1,1,25,28
64,46026616,1,0,1,1,1,3,1,0,0,1,1,1,1,1,13,17
65,46026600,1,0,1,2,1,2,1,0,0,1,1,1,1,1,30,17
66,46026454,1,0,1,2,1,2,1,0,0,1,1,1,1,1,14,2
67,46026507,1,0,3,2,1,1,1,0,0,0,1,1,1,1,25,18
68,46026395,0,0,3,1,2,1,1,0,0,1,1,1,1,1,14,36
69,46026306,1,0,1,2,3,1,1,0,0,1,1,1,1,1,15,5
70,46026195,0,0,4,1,1,1,1,1,0,1,1,1,1,1,21,32
71,46026170,0,0,2,1,1,1,1,1,0,1,0,1,1,1,9,31
72,46025014,0,0,1,1,2,2,1,1,0,1,1,1,1,1,28,19
73,46024779,1,0,2,2,1,1,1,1,0,1,1,1,1,1,12,14
74,46024627,1,0,4,2,1,1,1,1,0,1,1,1,1,1,27,25
75,46023420,1,0,3,1,3,3,0,0,0,0,1,1,1,1,18,40
76,46021809,1,0,2,2,3,3,1,0,0,0,1,1,1,1,20,11
77,46021807,1,0,2,2,3,3,0,0,0,0,1,1,1,1,7,26
78,46020352,1,0,3,2,3,1,1,0,0,1,1,1,1,1,16,12
79,46020343,1,0,1,2,3,1,1,0,0,1,1,1,1,1,33,30
80,46020326,1,0,3,2,2,1,0,0,0,0,1,0,1,1,9,28
81,46020312,1,0,2,1,3,1,1,0,0,1,1,1,1,1,28,31
82,46020301,1,0,2,2,2,1,0,0,0,0,1,1,1,1,27,5
83,46020258,1,0,3,1,2,1,1,0,0,1,1,1,1,1,6,6
84,46020245,1,0,1,1,2,1,1,0,0,1,1,1,1,1,17,26
85,46020236,1,0,3,1,2,2,1,0,0,1,1,1,1,1,25,14
86,46020230,1,0,3,2,2,1,1,0,0,1,1,1,1,1,14,38
87,46015991,1,0,2,1,3,4,0,0,0,0,1,1,1,1,26,1
88,46015398,1,0,2,2,2,3,0,0,0,0,1,1,1,1,5,25
89,46015218,1,0,2,2,1,1,0,1,0,1,1,1,1,1,22,18
90,46012741,1,0,2,1,1,2,1,0,0,0,1,1,1,1,23,34
91,46012739,1,0,2,1,2,2,1,0,0,0,1,1,1,1,15,11
92,46012718,1,0,3,2,3,3,1,1,0,0,1,1,1,1,15,13
93,46010922,1,0,2,2,3,3,0,0,0,0,1,1,1,1,13,27
94,46010921,1,0,3,2,3,3,0,0,0,0,1,1,1,1,23,27
95,46010919,1,0,2,2,1,2,1,0,0,0,1,1,1,1,2,1
96,46010918,1,0,2,2,3,3,0,0,0,0,1,1,1,1,25,25
97,46008181,1,0,3,2,3,3,1,0,0,0,1,1,1,1,3,32
98,46007891,0,0,1,1,1,1,1,1,0,1,1,1,1,1,10,11
99,46007288,0,0,3,2,2,2,1,0,0,1,1,1,1,1,6,37
100,46005760,1,0,3,2,1,3,1,1,0,1,1,1,1,1,10,36
101,46005576,1,0,3,1,3,2,1,1,0,1,1,1,1,1,20,4
102,46005725,0,0,2,1,3,1,1,1,0,1,1,1,1,1,30,38
103,46005633,1,0,1,2,1,3,0,0,0,1,1,1,1,1,25,39
104,46005567,1,0,1,1,1,3,0,0,0,1,1,1,1,1,19,6
105,46005531,1,0,1,2,1,3,0,0,0,1,1,1,1,1,15,2
106,45989641,1,0,3,2,1,3,1,0,0,0,1,1,1,1,13,20
107,45988823,1,0,2,1,1,2,1,0,0,0,1,1,1,1,15,9
108,45988816,1,0,3,2,2,3,1,0,0,0,1,1,1,1,27,16
109,45988814,1,0,3,1,1,3,1,0,0,0,1,1,1,1,26,5
110,45987766,1,0,1,2,3,2,1,0,0,1,1,1,1,1,8,36
111,45987322,1,0,2,2,2,1,1,0,0,0,1,1,1,1,17,1
112,45985729,1,0,3,2,2,3,1,0,0,0,1,1,1,1,26,29
113,45984048,1,0,2,1,3,3,0,0,0,0,1,1,1,1,6,15
114,45983456,1,0,3,1,3,1,1,0,0,0,1,1,1,1,27,33
115,45982562,1,0,2,2,1,1,1,0,0,0,1,1,1,1,25,34
116,45982546,1,0,2,2,1,1,1,0,0,1,1,1,1,1,19,22
117,45982553,1,0,1,2,1,1,1,0,0,1,1,1,1,1,32,14
118,45982538,1,0,2,2,2,1,1,0,0,1,1,1,1,1,25,8
119,45981407,1,0,3,2,1,2,1,0,0,0,1,1,1,1,21,22
120,45981405,1,0,3,2,2,2,0,0,0,0,1,1,1,1,2,19
121,45980158,1,0,3,1,1,3,1,0,0,0,1,1,1,1,25,3
122,45980154,1,0,3,1,1,3,1,0,0,0,1,1,1,1,7,1
123,45979793,1,0,3,1,3,4,1,0,0,0,1,1,1,1,8,33
124,45979787,1,0,3,1,2,3,1,0,0,0,1,1,1,1,17,21
125,45979784,1,0,2,1,3,4,1,0,0,0,1,1,1,1,28,1
126,45979783,1,0,3,1,3,3,1,0,0,0,1,1,1,1,5,17
127,45978432,1,0,3,1,3,3,1,1,0,0,1,1,1,1,13,15
128,45975578,0,0,3,2,1,1,1,1,0,1,1,1,1,1,23,27
129,45975544,0,0,3,1,1,1,1,1,0,1,1,1,1,1,12,28
130,45975178,1,0,3,2,1,2,1,0,0,0,1,1,1,1,15,37
131,45975175,1,0,3,1,1,3,1,0,0,0,1,1,1,1,23,9
132,45973102,1,0,3,1,3,3,0,0,0,0,1,1,1,1,9,14
133,45973113,1,0,3,2,1,3,1,0,0,0,1,1,1,1,2,31
134,45973097,1,0,3,2,1,3,1,0,0,0,1,1,1,1,3,33
135,45973088,1,0,2,2,1,1,1,0,0,0,1,1,1,1,18,3
136,45973081,1,0,3,1,3,3,0,0,0,0,1,1,1,1,21,27
137,45967088,1,0,3,2,1,3,1,1,0,1,1,1,1,1,31,18
138,45966541,0,0,3,2,3,4,1,1,0,1,1,1,0,1,12,33
139,45966538,1,0,2,1,1,5,1,1,0,1,1,1,1,1,26,34
140,45966526,0,0,2,2,2,1,1,1,0,1,1,1,1,1,32,35
141,45966461,1,0,2,2,1,2,1,1,0,1,1,1,1,1,9,10
142,45962677,1,0,2,1,3,3,0,0,0,0,1,1,1,1,4,14
143,45962675,1,0,2,1,3,3,1,0,0,0,1,1,1,1,30,37
144,45961141,1,0,3,1,3,1,0,0,0,0,1,1,1,1,26,21
145,45959652,1,0,2,1,3,2,0,0,0,0,1,1,1,1,7,2
146,45957822,0,0,2,1,1,1,1,1,0,1,1,1,1,1,12,21
147,45956950,1,0,2,1,3,1,0,0,0,0,1,1,1,1,32,7
148,45956409,1,0,4,2,1,1,1,1,0,1,1,1,1,1,17,8
149,45956384,0,0,3,1,3,1,1,1,0,1,1,1,1,1,14,22
150,45955609,1,0,2,1,1,2,1,0,0,1,1,1,1,1,31,4
151,45955503,0,0,2,1,1,2,1,0,0,1,1,1,1,1,29,27
152,45955392,1,0,3,1,1,3,1,0,0,0,1,1,1,1,25,24
153,45955309,1,0,1,1,2,3,1,0,0,1,1,1,1,1,27,10
154,45955292,0,0,2,1,1,3,1,0,0,1,1,1,1,1,14,6
155,45948995,1,0,2,2,2,3,1,1,0,1,1,1,1,1,13,37
156,45948988,1,0,2,2,2,1,1,1,0,1,1,1,1,1,11,18
157,45948983,1,0,2,1,3,2,1,1,0,1,1,1,1,1,7,9
158,45948074,1,0,3,2,1,4,1,0,0,1,1,1,1,1,13,8
159,45948073,0,0,3,1,1,3,1,0,0,1,1,1,1,1,25,37
160,45946828,1,0,2,1,1,1,1,0,0,1,1,1,0,1,14,4
161,45946783,1,0,1,1,3,1,1,1,0,1,1,1,1,1,25,37
162,45945669,1,0,1,2,2,1,1,0,0,1,1,1,1,1,1,17
163,45945618,1,0,2,2,1,1,1,0,0,1,1,1,1,1,33,8
164,45945609,1,0,2,1,1,1,1,0,0,1,1,1,1,1,28,7
165,45945344,1,0,3,1,1,1,1,0,0,1,1,1,1,1,13,29
166,45945119,1,0,2,2,1,2,1,1,0,1,0,1,1,1,32,9
167,45945109,1,0,2,2,1,2,1,1,0,1,0,1,1,1,16,31
168,45944294,1,0,2,1,2,2,1,0,0,1,1,1,1,1,18,3
169,45944275,1,0,3,2,3,1,0,0,0,0,1,1,1,1,1,6
170,45943335,1,0,4,2,3,2,1,1,0,0,1,1,1,1,24,31
171,45942310,0,0,3,2,3,2,1,1,0,1,1,1,1,1,9,8
172,45935433,1,0,2,1,1,3,1,0,0,1,1,1,1,1,16,5
173,45935416,1,0,1,1,1,3,1,0,0,1,1,1,1,1,19,19
174,45935404,1,0,1,2,1,3,1,0,0,1,1,1,1,1,2,17
175,45931876,1,0,3,1,2,4,1,0,0,0,1,1,1,1,2,36
176,45929513,1,0,2,1,2,3,1,0,0,0,1,1,1,1,3,21
177,45929506,1,0,3,2,3,3,1,0,0,0,1,1,1,1,25,11
178,45924406,1,0,3,2,2,2,1,0,0,1,1,1,1,1,20,36
179,45924352,1,0,3,2,2,1,1,0,0,1,1,0,1,1,4,11
180,45924259,1,0,1,1,3,2,1,0,0,1,1,1,1,1,8,27
181,45924189,1,0,3,1,3,1,1,0,0,1,1,1,1,1,4,10
182,45924145,1,0,3,1,2,2,1,0,0,1,1,1,1,1,26,10
183,45923620,0,0,1,1,3,3,1,0,0,0,1,1,1,1,21,1
184,45923614,0,0,3,1,3,3,0,0,0,0,1,1,1,1,26,40
185,45923611,0,0,2,2,3,2,0,0,0,0,1,1,1,1,33,15
186,45923603,1,0,1,1,2,3,0,0,0,0,1,1,1,1,33,29
187,45923600,1,0,1,1,2,3,0,0,0,0,1,1,1,1,33,11
188,45923317,1,0,1,2,3,4,1,1,0,1,1,1,1,1,1,14
189,45922564,1,0,2,2,2,3,1,0,0,0,1,1,1,1,32,36
190,45919405,0,0,3,2,2,1,0,0,0,0,1,1,1,1,8,18
191,45917309,1,0,2,1,3,2,0,0,0,0,1,1,1,1,23,32
192,45917305,1,0,2,1,2,3,0,0,0,0,1,1,1,1,23,8
193,45917298,1,0,2,1,3,3,1,0,0,0,1,1,1,1,23,30
194,45911260,1,0,3,1,1,3,1,0,0,0,1,1,1,1,7,11
195,45911262,1,0,3,2,1,3,1,0,0,0,1,1,1,1,16,17
196,45910994,1,0,3,1,3,1,1,0,0,0,1,1,1,1,1,17
197,45910880,0,0,3,2,3,1,1,0,0,1,1,1,1,1,12,32
198,45910871,0,0,4,1,2,1,1,1,0,1,1,1,1,1,11,29
199,45910854,0,0,4,1,3,1,1,0,0,1,1,1,1,1,21,35
200,45909761,1,0,4,1,1,1,1,1,0,1,1,1,1,1,6,7
201,45909739,1,0,4,1,1,1,1,1,0,1,1,1,1,1,10,6
202,45909727,1,0,3,2,1,1,1,1,0,1,1,1,1,1,7,24
203,45909676,1,0,3,2,1,1,1,1,0,1,1,1,1,1,19,35
204,45909613,1,0,4,1,1,1,1,0,0,1,1,1,1,1,13,10
205,45909537,1,0,4,1,1,1,1,1,0,1,1,1,1,1,2,5
206,45909432,1,0,3,1,1,1,1,0,0,1,1,1,1,1,17,22
207,45909359,1,0,4,1,1,1,1,0,0,1,1,1,1,1,33,33
208,45909239,1,0,3,1,1,1,1,0,0,1,1,1,1,1,9,2
209,45909021,1,0,3,1,1,1,1,1,0,1,1,1,1,1,23,38
210,45909014,1,0,3,1,1,1,1,0,0,1,1,1,1,1,33,21
211,45909000,1,0,4,2,1,1,1,0,0,1,1,1,1,1,23,33
212,45908992,0,0,2,1,1,3,1,0,0,1,1,1,1,1,32,6
213,45908932,1,0,3,1,1,1,1,0,0,1,1,1,1,1,19,33
214,45908759,1,0,3,2,1,1,1,1,0,1,1,1,1,1,26,2
215,45908725,1,0,2,2,1,1,1,0,0,1,1,1,1,1,2,40
216,45908485,1,0,3,1,1,1,1,1,0,1,1,1,1,1,1,40
217,45903125,0,0,3,2,3,1,1,1,0,1,1,1,1,1,31,23
218,45901985,1,0,1,1,3,3,0,0,0,1,1,1,1,1,27,17
219,45901986,1,0,1,2,3,2,0,0,0,1,1,1,1,1,29,9
220,45901989,1,0,1,2,3,3,0,0,0,1,1,1,1,1,33,3
221,45901991,1,0,1,1,3,3,0,0,0,1,1,1,1,1,1,21
222,45901992,1,0,1,1,3,4,0,0,0,1,1,1,1,1,3,16
223,45901994,1,0,1,1,3,3,0,0,0,1,1,1,1,1,23,19
224,45901995,1,0,1,1,3,3,0,0,0,1,1,1,1,1,13,38
225,45901996,1,0,1,2,3,3,0,0,0,1,1,1,1,1,23,21
226,45901993,1,0,1,1,3,4,0,0,0,1,1,1,1,1,2,30
227,45901987,1,0,1,1,3,3,0,0,0,1,1,1,1,1,30,28
228,45901468,0,0,3,2,1,4,1,1,0,0,1,1,1,1,24,16
229,45899886,1,0,3,1,3,3,0,0,0,0,1,1,1,1,1,4
230,45899881,1,0,3,1,3,3,1,0,0,0,1,1,1,1,26,11
231,45894467,1,0,2,2,2,2,1,1,0,1,1,1,1,1,5,1
232,45894420,1,0,2,2,2,3,1,1,0,1,1,1,1,1,7,12
233,45894011,0,0,3,2,3,1,0,0,0,0,1,1,1,1,15,36
234,45893703,0,0,4,2,2,1,0,0,0,0,1,1,1,1,9,34
235,45892818,1,0,2,2,2,1,1,1,0,1,1,1,0,1,32,27
236,45892807,1,0,2,2,2,3,1,1,0,1,1,1,1,1,28,16
237,45892791,1,0,2,1,1,1,1,0,0,1,1,1,0,1,16,20
238,45892773,0,0,3,1,1,1,1,0,0,1,1,1,1,1,17,27
239,45892741,0,0,4,1,1,2,1,0,0,1,1,1,1,1,29,16
240,45892721,0,0,3,2,1,1,1,0,0,1,1,1,1,1,3,8
241,45892436,1,0,3,2,3,1,1,0,0,1,0,1,0,1,30,5
242,45892461,1,0,2,1,3,3,0,0,0,0,1,1,1,1,9,29
243,45892251,1,0,3,1,2,1,0,1,0,0,1,0,0,1,8,29
244,45892260,1,0,3,2,3,4,1,1,0,1,1,0,0,1,27,20
245,45888002,1,0,4,1,1,5,1,1,0,1,1,1,1,1,19,40
246,45887879,1,0,4,2,1,5,1,1,0,1,1,1,1,1,32,10
247,45887106,1,0,3,1,3,4,1,0,0,0,1,1,1,1,25,31
248,45881556,1,0,3,1,2,1,1,0,0,1,1,1,1,1,6,33
249,45877791,1,0,3,2,3,3,1,0,0,0,1,1,1,1,29,1
250,45871975,1,0,3,2,2,3,1,1,0,1,1,0,0,1,5,18
251,45869315,1,0,1,2,2,1,1,0,0,1,1,1,1,1,28,15
252,45869301,0,0,4,1,1,2,1,1,0,1,1,1,1,1,14,4
253,45866890,1,0,3,2,1,2,1,1,0,1,0,0,1,1,5,7
254,45866703,1,0,2,2,2,1,1,1,0,1,1,1,1,1,27,32
255,45862018,1,0,3,1,3,3,1,0,0,0,1,1,1,1,7,6
256,45862011,1,0,3,1,3,3,1,0,0,0,1,1,1,1,11,24
257,45855897,1,0,3,1,2,1,0,0,0,0,1,1,1,1,16,19
258,45855747,1,0,3,1,1,1,1,1,0,1,1,1,1,1,12,36
259,45852639,0,0,2,1,1,1,1,0,0,1,1,1,1,1,33,28
260,45848450,1,0,3,1,3,2,1,0,0,0,1,1,1,1,6,36
261,45844125,1,0,2,1,3,3,1,0,0,0,1,1,1,1,7,8
262,45841113,1,0,3,1,3,3,1,0,0,0,1,1,1,1,15,14
263,45841108,1,0,2,1,3,4,1,0,0,0,1,1,1,1,23,10
264,45841101,1,0,2,2,2,3,0,0,0,0,1,1,1,1,25,15
265,45841088,1,0,3,2,3,3,1,0,0,0,1,1,1,1,2,5
266,45841086,1,0,3,1,3,2,1,0,0,0,1,1,1,1,10,13
267,45837065,1,0,2,2,2,1,1,1,0,1,1,1,1,1,23,24
268,45837033,0,0,2,2,2,1,1,1,0,1,1,1,1,1,25,2
269,45834738,1,0,3,1,3,3,1,0,0,0,1,1,1,1,19,22
270,45834577,1,0,2,1,2,1,1,1,0,1,1,1,1,1,7,24
271,45833041,0,0,4,2,3,3,1,0,0,1,1,1,1,1,4,34
272,45831833,1,0,3,2,1,1,1,1,0,1,1,1,1,1,30,19
273,45831517,1,0,3,1,3,4,1,0,0,0,1,1,1,1,20,22
274,45828975,1,0,2,2,2,3,1,1,0,1,1,1,1,1,11,33
275,45828232,1,0,3,2,1,3,1,1,0,0,1,1,1,1,2,30
276,45828120,0,0,3,2,2,2,1,1,0,0,1,1,1,1,21,38
277,45821788,1,0,3,1,3,3,1,0,0,1,0,0,0,1,24,28
278,45821826,0,0,4,1,2,2,1,0,0,1,1,1,1,1,26,3
279,45821772,1,0,3,2,3,3,1,0,0,1,0,0,0,1,24,24
280,45807576,1,0,3,2,3,3,1,1,0,1,1,0,0,1,32,21
281,45807578,1,0,2,2,3,4,1,0,0,1,1,1,1,1,14,38
282,45807581,1,0,3,2,2,3,1,0,0,1,1,1,1,1,13,24
283,45807582,0,0,3,1,1,3,0,0,0,1,1,1,1,1,29,32
284,45807583,1,0,3,1,1,2,1,0,0,1,1,1,1,1,16,36
285,45807584,1,0,2,2,2,3,1,0,0,1,1,1,1,1,13,4
286,45807585,0,0,3,2,1,4,1,0,0,1,1,1,1,1,32,34
287,45807587,1,0,3,2,2,3,1,0,0,1,1,1,1,1,4,20
288,45807586,1,0,3,2,3,3,1,0,0,1,1,1,1,1,22,8
289,45807573,1,0,3,1,2,3,1,1,0,1,1,0,1,1,3,28
290,45797757,1,0,3,1,3,1,1,1,0,1,1,1,1,1,14,31
291,45797240,1,0,2,1,2,2,1,0,0,0,1,1,1,1,17,14
292,45797231,1,0,3,1,3,3,1,0,0,0,1,1,1,1,31,19
293,45791070,0,0,2,2,2,3,1,1,0,1,1,1,1,1,14,35
294,45790688,1,0,2,1,2,3,1,0,0,1,1,1,1,1,18,3
295,45790601,1,0,3,2,3,1,0,0,0,0,1,1,1,1,33,40
296,45790237,1,0,2,2,3,1,1,1,0,1,1,1,1,1,31,17
297,45778237,0,0,3,1,2,1,1,1,1,1,1,1,1,1,14,7
298,45772624,1,0,3,1,3,3,1,0,0,0,1,1,1,1,9,10
299,45770150,1,0,3,2,3,2,1,0,0,0,1,1,1,1,14,25
300,45767602,0,0,1,1,3,1,1,1,0,1,1,1,1,1,9,4
301,45767058,1,0,3,1,1,1,1,0,0,0,1,1,1,1,27,10
302,45767029,0,0,3,1,1,1,1,0,0,1,1,1,1,1,9,34
303,45767023,1,0,2,1,1,1,1,0,0,0,1,1,1,1,14,34
304,45766722,1,0,2,1,2,3,1,0,0,1,1,1,1,1,26,8
305,45766515,1,0,2,1,2,3,1,1,0,1,1,1,1,1,5,20
306,45766651,1,0,3,1,3,2,1,0,0,0,1,1,1,1,4,30
307,45760101,1,0,3,1,2,1,1,1,0,0,1,1,1,1,20,13
308,45759936,1,0,3,2,3,4,1,0,0,0,1,1,1,1,13,37
309,45755163,1,0,2,2,2,5,1,1,0,1,1,1,1,1,31,35
310,45755148,1,0,3,2,1,1,1,1,0,1,1,1,1,1,1,39
311,45755134,1,0,3,1,3,1,1,1,0,1,1,1,1,1,11,30
312,45754572,1,0,3,1,2,1,1,1,0,1,1,1,1,1,2,17
313,45751169,1,0,2,2,2,3,1,0,0,1,1,0,0,1,30,6
314,45748689,1,0,3,2,2,3,1,0,0,0,1,1,1,1,5,40
315,45748573,1,0,2,1,2,1,1,0,0,1,1,1,1,1,8,21
316,45748545,1,0,2,1,3,1,1,0,0,1,1,1,1,1,30,10
317,45748504,1,0,2,1,2,1,1,0,0,1,1,1,1,1,13,34
318,45745473,1,0,3,2,2,1,1,0,0,1,1,1,1,1,12,17
319,45745442,1,0,1,1,1,1,1,0,0,1,1,1,1,1,12,13
320,45745137,0,0,2,1,3,2,1,1,0,1,1,1,1,1,13,38
321,45745132,0,0,2,1,1,1,1,1,0,1,1,1,1,1,15,5
322,45745122,0,0,4,1,1,1,1,1,0,1,1,1,1,1,10,26
323,45745098,0,0,1,1,3,1,1,1,0,1,1,1,1,1,12,27
324,45745093,0,0,3,2,3,2,1,1,0,1,1,1,1,1,23,2
325,45745087,1,0,2,2,1,1,1,1,0,1,1,1,1,1,29,27
326,45745084,1,0,3,2,1,1,1,1,0,1,1,1,1,1,18,13
327,45745080,1,0,3,1,1,1,1,1,0,1,1,1,1,1,27,11
328,45745065,0,0,3,2,2,1,1,1,0,1,1,1,1,1,20,32
329,45744166,1,0,3,1,1,3,0,1,0,1,1,1,1,1,6,39
330,45733265,1,0,4,2,2,3,1,0,0,0,1,1,1,1,11,3
331,45733259,1,0,3,2,3,2,1,0,0,0,1,1,1,1,22,28
332,45728306,0,0,3,2,1,1,1,1,0,1,1,1,1,1,12,12
333,45727282,1,0,2,2,1,1,1,1,0,1,1,1,1,1,6,8
334,45715803,1,0,3,1,2,3,1,0,0,0,1,1,1,1,18,30
335,45710620,1,0,3,1,1,1,1,1,0,1,1,1,1,1,18,31
336,45709771,1,0,3,2,3,3,1,0,0,0,1,1,1,1,25,30
337,45705794,1,0,3,2,2,1,1,1,0,1,1,1,0,1,4,36
338,45705778,1,0,2,2,3,1,1,1,0,1,1,1,1,1,12,11
339,45700294,1,0,1,2,2,1,1,1,0,1,1,1,1,1,2,26
340,45700110,1,0,3,2,3,1,1,1,1,1,1,1,1,1,8,4
341,45692092,0,0,3,1,2,3,1,1,0,1,1,1,0,1,11,14
342,45692052,0,0,3,1,2,2,1,1,0,1,1,1,1,1,29,24
343,45691956,1,0,4,1,1,1,1,0,0,1,1,1,1,1,20,3
344,45691692,1,0,1,2,1,3,1,0,0,1,1,1,1,1,30,22
345,45674734,1,0,1,2,3,1,1,0,0,1,1,1,0,1,18,2
346,45667997,0,0,3,1,1,1,1,0,0,1,1,1,1,1,6,4
347,45666953,1,0,3,2,1,4,1,0,1,1,1,1,1,1,16,12
348,45666935,1,0,3,1,1,5,1,0,0,1,1,1,1,1,31,11
349,45650124,1,0,3,1,3,4,0,0,0,0,1,1,1,1,6,4
350,45648835,1,0,3,1,2,3,1,0,0,0,1,1,1,1,31,20
351,45633217,0,0,3,2,1,1,1,1,0,1,1,1,1,1,3,2
352,45633206,1,0,2,1,3,2,1,1,0,1,1,1,0,1,17,21
353,45621645,0,0,2,2,2,2,1,1,0,1,1,1,1,1,26,33
354,45621638,0,0,3,2,2,1,1,1,0,0,1,1,1,1,1,33
355,45621634,0,0,3,2,2,1,0,0,0,0,1,1,1,1,3,4
356,45613458,1,0,3,2,2,2,1,0,0,0,1,1,1,1,14,38
357,45612989,1,0,3,1,3,1,1,1,0,1,1,0,1,1,27,7
358,45612968,0,0,2,2,3,1,1,1,0,1,1,1,1,1,11,22
359,45612886,0,0,2,2,2,1,1,1,0,1,1,1,1,1,19,27
360,45604798,1,0,3,1,1,1,1,1,0,1,1,1,1,1,9,27
361,45600601,1,0,4,2,4,3,1,1,1,0,1,1,1,1,21,31
362,45593879,0,0,3,1,3,3,1,1,1,1,1,1,1,1,33,9
363,45590258,0,0,3,1,2,3,1,1,0,0,1,1,1,1,27,4
364,45588556,1,0,3,1,4,2,1,0,0,0,1,1,1,1,19,10
